date,crop,region,season,pest,temperature,humidity,rainfall,wind_speed,soil_moisture,soil_ph,soil_type,nitrogen,phosphorus,potassium,weather_condition,irrigation_method,previous_crop,days_since_planting,plant_density,pest_presence,severity,recommended_treatment
2023-04-05,Sugarcane,Southwest,Spring,Leafhoppers,22.6,39.1,77.4,25.1,74.8,5.2,Silt,184.5,21.9,201.1,Windy,None,Rice,12,49122,1,8,Immediate pesticide application recommended
2021-11-14,Soybean,West,Summer,Stem Borers,24.7,34.6,4.0,7.1,62.2,7.2,Sandy,89.4,55.9,197.7,Stormy,Drip,Soybean,57,37142,1,8,Immediate pesticide application recommended
2022-01-16,Tomato,East,Summer,Japanese Beetles,33.3,35.6,41.4,6.1,36.7,8.4,Loam,119.6,20.0,246.3,Windy,Sprinkler,Cotton,36,44559,1,10,Immediate pesticide application recommended
2021-07-24,Tomato,Central,Spring,Armyworms,37.3,85.6,9.5,24.7,18.3,5.4,Sandy,40.4,92.4,173.8,Stormy,Flood,Wheat,133,40530,1,6,Monitor closely and consider treatment
2020-11-04,Sugarcane,North,Winter,Thrips,19.7,42.1,12.1,2.4,30.9,6.9,Chalky,119.1,32.4,70.0,Rainy,Flood,Barley,41,77720,1,10,Immediate pesticide application recommended
2022-03-31,Barley,North,Winter,Hessian Fly,38.2,32.4,31.6,17.2,10.7,5.2,Silt,84.8,59.6,220.7,Humid,Flood,Wheat,31,59835,0,0,None
2020-01-26,Maize,East,Autumn,Cutworms,28.9,73.5,37.7,10.8,48.7,5.8,Clay,188.6,73.7,207.1,Cloudy,Flood,Barley,69,66391,1,10,Immediate pesticide application recommended
2021-03-09,Wheat,Southeast,Summer,Hessian Fly,31.5,41.3,128.8,17.4,53.2,6.8,Loam,149.5,96.1,143.7,Sunny,Drip,Soybean,122,55548,1,10,Immediate pesticide application recommended
2025-09-18,Potato,Northwest,Summer,Leafhoppers,38.4,41.0,30.5,6.5,38.2,7.3,Loam,90.0,95.2,110.2,Windy,Furrow,Barley,82,47777,1,8,Immediate pesticide application recommended
2022-11-17,Cotton,East,Winter,White Grubs,26.8,79.5,128.1,20.5,74.6,7.2,Chalky,87.1,64.2,203.0,Windy,Flood,Tomato,142,35889,1,10,Immediate pesticide application recommended
2021-05-29,Rice,South,Winter,Wireworms,35.0,92.3,74.6,22.6,66.1,7.4,Silt,82.0,73.0,294.4,Cloudy,Furrow,Sugarcane,13,48083,1,6,Monitor closely and consider treatment
2020-12-30,Cotton,West,Winter,White Grubs,31.4,32.2,124.6,6.6,14.6,5.6,Loam,99.3,9.0,58.7,Cloudy,Flood,Potato,82,37328,1,3,Preventive measures recommended
2025-01-29,Cotton,West,Winter,Stem Borers,15.4,59.9,137.8,14.5,41.7,7.0,Peat,41.3,81.3,58.3,Sunny,Furrow,Wheat,88,53458,1,10,Immediate pesticide application recommended
2021-08-27,Soybean,North,Spring,Spider Mites,17.0,79.6,50.2,6.5,60.0,5.2,Loam,102.4,41.4,235.3,Sunny,None,Sugarcane,149,50129,1,10,Immediate pesticide application recommended
2025-04-07,Sugarcane,Southwest,Autumn,Root Knot Nematodes,25.4,42.0,67.5,5.0,17.9,5.2,Clay,113.0,58.8,213.8,Humid,None,Rice,70,38719,1,9,Immediate pesticide application recommended
2025-03-16,Barley,South,Winter,White Grubs,30.9,60.0,112.9,21.5,23.7,5.6,Loam,31.7,16.7,111.5,Rainy,Drip,Barley,37,20053,1,10,Immediate pesticide application recommended
2023-05-24,Barley,Southwest,Summer,Spider Mites,18.5,46.4,88.8,22.7,67.4,6.3,Sandy,94.7,69.4,119.5,Humid,Furrow,Potato,68,68982,1,10,Immediate pesticide application recommended
2022-03-29,Potato,Southwest,Spring,Corn Borers,24.3,49.4,123.4,27.5,64.7,6.8,Silt,178.8,61.0,123.8,Dry,Sprinkler,Maize,62,26233,1,8,Immediate pesticide application recommended
2022-03-21,Maize,South,Spring,Flea Beetles,23.4,72.9,125.6,29.7,24.2,7.8,Sandy,32.5,69.7,76.8,Rainy,Flood,Wheat,80,77799,1,10,Immediate pesticide application recommended
2024-12-27,Soybean,Central,Spring,Wireworms,28.4,76.6,129.6,4.2,18.3,5.4,Clay,71.7,42.0,59.6,Cloudy,Drip,Rice,54,40930,1,10,Immediate pesticide application recommended
2022-12-27,Sugarcane,Southeast,Winter,Spider Mites,39.9,43.0,105.2,10.6,69.5,6.2,Clay,68.8,55.8,299.4,Humid,Drip,Barley,58,66840,1,9,Immediate pesticide application recommended
2024-02-22,Barley,North,Spring,Grasshoppers,37.3,84.0,132.0,1.0,15.6,7.8,Silt,88.4,47.9,149.4,Stormy,Sprinkler,Barley,95,58756,1,5,Monitor closely and consider treatment
2023-09-21,Cotton,Northwest,Winter,Whiteflies,23.1,68.5,79.2,14.3,77.4,6.6,Silt,126.6,29.7,141.5,Dry,Furrow,Sugarcane,36,31024,1,10,Immediate pesticide application recommended
2020-07-06,Sugarcane,Northeast,Spring,Japanese Beetles,18.0,88.8,142.3,6.9,45.5,6.4,Peat,151.7,19.4,233.4,Windy,Sprinkler,Soybean,37,20479,1,9,Immediate pesticide application recommended
2021-03-23,Sugarcane,North,Spring,Japanese Beetles,18.1,82.5,3.3,26.8,47.6,5.8,Peat,38.7,19.6,116.8,Sunny,Drip,Barley,115,46667,1,7,Monitor closely and consider treatment
2025-12-17,Wheat,Southeast,Winter,Thrips,15.4,81.8,87.9,1.0,25.8,6.1,Clay,188.3,45.5,222.7,Sunny,Sprinkler,Wheat,30,26024,0,0,None
2023-10-19,Potato,Central,Autumn,Corn Borers,28.1,36.6,140.2,13.5,21.9,7.7,Chalky,177.6,74.6,161.6,Windy,None,Tomato,72,37290,1,8,Immediate pesticide application recommended
2021-12-19,Potato,West,Spring,Armyworms,26.2,68.7,45.5,0.9,49.2,7.0,Clay,175.5,14.8,142.9,Sunny,Drip,Sugarcane,23,20186,1,9,Immediate pesticide application recommended
2022-05-14,Wheat,Southwest,Autumn,White Grubs,35.1,45.3,137.0,20.8,16.7,5.8,Silt,16.5,16.0,230.3,Cloudy,Drip,Sugarcane,39,31508,0,0,None
2025-06-29,Cotton,Northeast,Autumn,Corn Borers,31.0,88.3,50.1,11.0,16.7,6.0,Loam,170.7,18.2,142.8,Dry,Drip,Barley,42,30628,1,8,Immediate pesticide application recommended
2025-05-25,Maize,Southeast,Winter,Root Knot Nematodes,15.2,89.7,130.5,5.7,65.1,8.4,Peat,68.0,68.5,101.4,Sunny,None,Wheat,41,51355,1,10,Immediate pesticide application recommended
2024-08-25,Wheat,Northeast,Winter,Leafhoppers,31.7,76.7,135.5,3.3,29.3,5.6,Chalky,92.9,46.0,133.7,Dry,Drip,Soybean,93,48987,0,0,None
2020-02-11,Tomato,Central,Winter,Corn Borers,34.0,36.0,60.3,25.8,21.7,6.6,Chalky,156.9,13.2,254.4,Rainy,Sprinkler,Cotton,28,31490,0,0,None
2023-05-02,Wheat,Central,Autumn,Corn Borers,27.7,88.6,137.7,12.9,75.4,5.3,Peat,75.8,89.0,182.9,Rainy,Sprinkler,Tomato,89,34511,1,9,Immediate pesticide application recommended
2021-04-11,Cotton,Southeast,Autumn,Stem Borers,36.2,74.2,143.0,20.8,32.1,5.9,Silt,129.6,14.1,146.2,Dry,Flood,Soybean,68,21924,1,7,Monitor closely and consider treatment
2025-04-30,Potato,Southwest,Spring,Boll Weevils,38.2,91.2,89.6,20.2,31.5,5.9,Chalky,61.2,43.6,282.3,Humid,Flood,Cotton,121,27079,1,5,Monitor closely and consider treatment
2021-09-06,Tomato,Northeast,Spring,Flea Beetles,20.9,77.3,60.5,14.0,60.1,7.3,Loam,86.9,7.2,273.1,Sunny,Flood,Wheat,78,53292,1,10,Immediate pesticide application recommended
2021-11-25,Soybean,Northeast,Winter,Thrips,35.9,88.1,6.9,13.1,14.0,6.1,Peat,36.7,60.0,204.0,Stormy,Sprinkler,Cotton,88,24416,0,0,None
2024-10-08,Maize,South,Autumn,Thrips,20.6,45.9,46.2,4.7,40.3,7.5,Silt,162.7,7.2,61.3,Sunny,Furrow,Tomato,29,77608,1,10,Immediate pesticide application recommended
2023-06-26,Soybean,West,Summer,Spider Mites,34.5,61.9,88.3,10.1,30.8,8.3,Chalky,142.8,36.4,299.7,Stormy,Furrow,Tomato,76,48991,1,8,Immediate pesticide application recommended
2022-11-11,Cotton,North,Autumn,Leafhoppers,37.5,59.5,107.1,11.1,43.6,7.3,Silt,81.0,78.6,137.0,Humid,Furrow,Soybean,78,62736,1,8,Immediate pesticide application recommended
2023-08-19,Barley,South,Summer,Whiteflies,33.9,88.4,139.5,0.4,23.5,6.4,Silt,49.7,10.2,282.1,Stormy,Furrow,Tomato,42,33071,1,8,Immediate pesticide application recommended
2025-05-11,Maize,Northwest,Autumn,Cutworms,39.4,68.4,81.1,12.7,18.9,5.4,Sandy,176.3,28.0,117.9,Windy,Furrow,Soybean,20,40525,1,6,Monitor closely and consider treatment
2021-08-22,Rice,Northwest,Spring,Wireworms,28.5,32.2,70.4,12.6,28.4,7.3,Silt,188.6,71.5,94.9,Rainy,Sprinkler,Maize,47,56315,1,10,Immediate pesticide application recommended
2024-08-24,Sugarcane,South,Summer,Whiteflies,39.0,93.1,132.5,11.0,59.3,5.6,Loam,186.7,48.2,192.2,Sunny,Sprinkler,Wheat,23,28585,1,4,Preventive measures recommended
2021-04-26,Potato,West,Autumn,Aphids,26.9,85.9,126.7,10.1,18.0,6.6,Silt,11.0,76.1,50.7,Cloudy,Sprinkler,Potato,95,45547,1,9,Immediate pesticide application recommended
2022-03-12,Cotton,East,Summer,Leafhoppers,40.0,39.5,85.3,24.8,34.7,5.9,Peat,65.3,35.7,114.1,Cloudy,Sprinkler,Maize,119,50085,1,10,Immediate pesticide application recommended
2024-05-16,Cotton,East,Spring,Whiteflies,36.3,33.5,115.5,26.1,55.4,8.0,Silt,66.5,39.3,202.5,Cloudy,Drip,Potato,99,58939,0,0,None
2021-01-31,Rice,Northwest,Summer,Boll Weevils,34.7,37.3,17.5,11.8,79.8,8.4,Clay,99.8,47.0,197.3,Stormy,Furrow,Wheat,30,66597,1,8,Immediate pesticide application recommended
2024-01-01,Soybean,North,Summer,Thrips,35.4,53.0,5.9,25.7,61.4,7.5,Sandy,133.8,44.3,272.0,Sunny,Furrow,Wheat,148,29239,1,10,Immediate pesticide application recommended
2023-01-07,Tomato,South,Autumn,Wireworms,26.6,32.2,43.0,11.4,65.4,6.4,Loam,188.5,75.4,254.8,Windy,None,Soybean,131,43399,1,10,Immediate pesticide application recommended
2025-02-18,Maize,Southwest,Spring,Armyworms,19.8,65.7,45.9,14.9,24.8,8.4,Chalky,136.5,28.8,109.1,Windy,None,Barley,37,60299,1,9,Immediate pesticide application recommended
2022-01-18,Barley,Southwest,Winter,Hessian Fly,37.4,30.1,74.5,14.6,78.8,7.5,Loam,112.4,60.2,224.8,Rainy,Sprinkler,Barley,33,34926,0,0,None
2024-07-29,Cotton,Southwest,Winter,Flea Beetles,16.6,34.2,30.8,13.3,34.5,5.2,Peat,123.7,85.1,64.0,Humid,Flood,Wheat,69,74985,1,9,Immediate pesticide application recommended
2020-08-31,Cotton,North,Autumn,Japanese Beetles,22.4,58.7,26.0,16.5,69.6,6.3,Peat,11.7,63.3,270.6,Stormy,Furrow,Wheat,37,23125,1,10,Immediate pesticide application recommended
2024-12-27,Sugarcane,West,Summer,Armyworms,23.1,61.6,57.7,1.2,27.2,6.7,Clay,132.6,6.8,281.7,Sunny,Flood,Maize,36,60283,1,10,Immediate pesticide application recommended
2023-07-26,Tomato,West,Winter,Armyworms,30.7,35.3,67.9,20.9,56.3,5.8,Sandy,31.1,38.8,202.6,Humid,Sprinkler,Rice,56,44108,1,10,Immediate pesticide application recommended
2020-04-21,Sugarcane,South,Autumn,Cutworms,39.4,61.9,108.9,14.7,21.8,5.3,Silt,54.8,59.9,258.3,Sunny,Sprinkler,Rice,77,70382,1,3,Preventive measures recommended
2021-01-03,Maize,Central,Summer,Leafhoppers,39.2,33.9,43.5,19.0,54.9,6.5,Sandy,175.1,36.6,88.7,Windy,Drip,Potato,39,63078,1,10,Immediate pesticide application recommended
2023-02-09,Cotton,East,Summer,Grasshoppers,39.2,87.6,75.7,2.5,60.3,5.5,Sandy,38.1,88.5,216.8,Sunny,None,Soybean,33,72392,1,9,Immediate pesticide application recommended
2021-04-25,Maize,Northwest,Winter,Stem Borers,17.8,70.2,16.6,25.7,75.0,6.4,Chalky,141.8,71.5,62.5,Rainy,Flood,Maize,102,36284,1,8,Immediate pesticide application recommended
2021-06-21,Soybean,East,Autumn,Japanese Beetles,32.8,39.7,120.7,11.0,79.2,6.5,Silt,70.4,18.6,67.5,Windy,Flood,Cotton,130,45485,1,10,Immediate pesticide application recommended
2025-09-21,Soybean,East,Winter,Corn Borers,35.2,65.2,73.9,23.5,39.1,5.3,Silt,129.8,8.3,199.9,Dry,Flood,Maize,142,56780,1,7,Monitor closely and consider treatment
2024-08-14,Maize,Southwest,Spring,Wireworms,26.4,61.9,63.7,11.8,32.7,7.3,Sandy,87.8,35.2,275.7,Sunny,Furrow,Maize,78,40608,1,9,Immediate pesticide application recommended
2023-10-24,Cotton,East,Summer,Leafhoppers,17.9,47.6,52.6,8.6,61.4,5.7,Chalky,141.0,32.7,264.2,Stormy,Sprinkler,Rice,120,77249,1,10,Immediate pesticide application recommended
2023-06-21,Maize,North,Summer,Whiteflies,35.3,34.8,85.3,29.3,35.4,7.5,Loam,161.3,75.6,287.4,Dry,Furrow,Rice,15,54127,1,4,Preventive measures recommended
2023-07-15,Maize,East,Winter,Root Knot Nematodes,33.1,39.8,26.9,3.9,28.8,5.7,Clay,157.1,60.8,142.8,Dry,None,Soybean,13,71318,0,0,None
2023-10-25,Sugarcane,Central,Summer,Root Knot Nematodes,36.3,90.1,121.2,19.0,40.1,6.0,Loam,11.2,84.1,159.1,Sunny,Flood,Sugarcane,48,57966,1,7,Monitor closely and consider treatment
2025-03-03,Cotton,Northeast,Summer,Grasshoppers,15.5,61.6,73.3,19.6,62.5,6.2,Loam,186.2,48.4,193.4,Dry,Drip,Sugarcane,52,27450,1,10,Immediate pesticide application recommended
2023-09-03,Tomato,Northeast,Spring,Root Knot Nematodes,23.8,75.9,133.9,24.7,13.3,5.2,Chalky,139.0,98.2,199.9,Rainy,Sprinkler,Tomato,141,38881,1,7,Monitor closely and consider treatment
2021-06-16,Potato,Northeast,Summer,Whiteflies,20.3,48.2,44.9,18.0,68.2,5.2,Silt,109.3,55.4,290.2,Rainy,Sprinkler,Sugarcane,97,57313,1,10,Immediate pesticide application recommended
2021-01-11,Potato,Southeast,Winter,Boll Weevils,31.4,73.6,136.2,17.4,25.4,7.3,Chalky,54.7,16.1,202.1,Sunny,Sprinkler,Rice,132,45306,1,10,Immediate pesticide application recommended
2020-06-26,Cotton,Southwest,Winter,Spider Mites,18.7,33.8,12.7,29.0,16.2,8.2,Chalky,195.3,11.8,184.2,Windy,Drip,Soybean,139,50771,0,0,None
2023-12-26,Tomato,Northwest,Summer,Whiteflies,15.9,63.6,63.1,15.2,48.4,7.5,Loam,33.6,99.4,119.4,Windy,Drip,Rice,13,48616,1,10,Immediate pesticide application recommended
2020-06-30,Sugarcane,Central,Autumn,Japanese Beetles,20.7,75.3,75.7,14.8,11.0,6.8,Loam,28.1,30.5,52.7,Sunny,Furrow,Wheat,52,76299,1,9,Immediate pesticide application recommended
2024-09-27,Rice,Southwest,Winter,Grasshoppers,16.4,76.3,109.1,23.4,56.0,5.2,Peat,134.0,25.4,198.3,Cloudy,Flood,Sugarcane,93,77948,1,10,Immediate pesticide application recommended
2022-10-27,Wheat,North,Autumn,Hessian Fly,20.8,82.5,139.7,15.5,48.8,5.3,Clay,84.0,18.8,226.1,Dry,Flood,Barley,78,47508,1,7,Monitor closely and consider treatment
2025-12-22,Wheat,West,Summer,Leafhoppers,16.0,48.1,11.9,19.1,68.9,6.3,Clay,84.9,32.9,190.9,Windy,Sprinkler,Wheat,131,20669,1,9,Immediate pesticide application recommended
2024-05-27,Barley,North,Autumn,Japanese Beetles,18.6,84.8,27.0,14.5,58.9,5.7,Chalky,95.3,25.4,278.7,Windy,Sprinkler,Barley,89,69876,1,9,Immediate pesticide application recommended
2024-05-21,Tomato,West,Winter,Thrips,34.7,45.2,80.6,1.9,29.5,6.3,Sandy,24.2,20.9,260.8,Stormy,None,Cotton,116,23279,1,8,Immediate pesticide application recommended
2020-07-03,Potato,West,Winter,Root Knot Nematodes,31.8,79.7,116.4,22.8,21.7,6.6,Silt,179.4,59.2,143.4,Rainy,Furrow,Soybean,115,68938,1,9,Immediate pesticide application recommended
2025-04-29,Rice,South,Spring,Japanese Beetles,20.1,94.7,31.6,17.1,43.6,7.7,Peat,103.0,37.0,289.9,Cloudy,None,Wheat,31,47694,1,10,Immediate pesticide application recommended
2022-09-06,Barley,Northeast,Winter,Spider Mites,27.5,32.2,102.4,14.5,18.0,6.2,Loam,105.1,87.9,165.3,Sunny,Furrow,Wheat,23,29180,0,0,None
2025-07-03,Barley,North,Spring,Spider Mites,30.6,77.4,66.5,12.7,25.3,7.0,Chalky,141.9,30.2,107.8,Stormy,None,Soybean,20,35806,1,9,Immediate pesticide application recommended
2023-11-02,Soybean,Central,Spring,Spider Mites,29.4,65.1,104.5,18.2,28.2,6.3,Chalky,79.0,93.4,61.1,Windy,Flood,Wheat,39,79646,1,10,Immediate pesticide application recommended
2021-11-25,Potato,Central,Autumn,Aphids,22.7,36.4,120.7,3.1,67.0,6.9,Loam,139.2,30.3,219.7,Cloudy,Flood,Soybean,42,40575,1,10,Immediate pesticide application recommended
2025-08-19,Wheat,Northeast,Spring,Grasshoppers,29.5,43.9,125.4,6.7,71.6,6.3,Loam,143.0,74.4,174.1,Rainy,Drip,Maize,116,71547,1,10,Immediate pesticide application recommended
2024-08-27,Soybean,North,Spring,Grasshoppers,29.2,32.7,67.6,24.5,28.5,7.5,Chalky,95.7,34.5,272.4,Dry,Furrow,Cotton,92,60859,1,9,Immediate pesticide application recommended
2023-08-08,Sugarcane,Southwest,Spring,Stem Borers,22.6,89.8,20.3,17.4,23.8,5.4,Silt,28.1,77.9,115.4,Windy,Furrow,Soybean,60,21974,1,10,Immediate pesticide application recommended
2021-08-22,Potato,West,Winter,Root Knot Nematodes,34.1,75.2,135.3,17.6,66.9,8.0,Sandy,162.6,40.8,251.4,Sunny,Furrow,Tomato,122,62032,1,7,Monitor closely and consider treatment
2022-09-14,Sugarcane,East,Spring,Leafhoppers,32.3,49.8,39.6,17.8,28.0,6.1,Clay,143.6,68.9,282.4,Dry,Furrow,Potato,75,41811,0,0,None
2022-05-05,Tomato,Central,Spring,Boll Weevils,23.5,60.2,85.1,11.9,78.9,5.1,Silt,132.7,63.5,283.1,Humid,Drip,Potato,71,62587,1,9,Immediate pesticide application recommended
2020-10-31,Potato,Central,Summer,Flea Beetles,29.3,74.8,9.2,1.8,15.2,7.5,Clay,79.9,76.0,179.5,Stormy,None,Rice,83,32890,1,9,Immediate pesticide application recommended
2021-04-30,Cotton,North,Winter,Armyworms,31.4,69.3,91.9,10.8,17.2,8.1,Clay,185.4,49.4,156.2,Humid,Drip,Maize,20,70085,1,10,Immediate pesticide application recommended
2020-02-25,Barley,Central,Summer,Spider Mites,16.1,51.9,147.8,18.6,34.6,5.7,Peat,22.4,92.7,150.3,Sunny,Furrow,Rice,150,34932,0,0,None
2024-08-18,Barley,Southwest,Winter,Flea Beetles,35.2,51.3,63.8,28.3,62.1,7.8,Peat,129.2,10.7,265.0,Dry,None,Rice,69,30446,0,0,None
2021-11-04,Soybean,North,Spring,Wireworms,29.3,75.2,34.7,27.8,25.0,7.4,Sandy,100.3,57.4,101.4,Dry,Furrow,Barley,29,64534,1,8,Immediate pesticide application recommended
2022-12-08,Maize,Central,Spring,Corn Borers,18.0,53.7,91.2,10.6,15.1,7.8,Chalky,40.0,10.3,138.0,Sunny,Drip,Maize,42,75977,1,9,Immediate pesticide application recommended
2022-07-16,Rice,Southeast,Summer,Grasshoppers,29.7,47.9,18.1,19.1,62.4,6.9,Chalky,74.0,98.8,58.4,Stormy,Flood,Cotton,64,69025,1,10,Immediate pesticide application recommended
2024-07-11,Maize,South,Spring,Spider Mites,18.3,41.6,141.9,27.1,22.3,5.2,Peat,42.8,88.4,75.1,Rainy,None,Rice,28,60063,1,7,Monitor closely and consider treatment
2021-09-20,Barley,South,Spring,Hessian Fly,28.6,42.7,121.1,11.2,57.2,5.9,Chalky,115.3,37.0,108.4,Sunny,Flood,Maize,125,21341,1,10,Immediate pesticide application recommended
2020-01-23,Soybean,Central,Spring,Japanese Beetles,26.0,89.1,78.0,10.6,63.1,6.0,Clay,87.2,80.8,172.8,Rainy,Flood,Barley,140,66121,1,10,Immediate pesticide application recommended
2023-03-12,Potato,Northeast,Autumn,Japanese Beetles,30.3,84.1,111.8,29.4,42.2,5.9,Clay,10.8,36.3,256.5,Windy,Flood,Cotton,91,56486,1,8,Immediate pesticide application recommended
2021-05-26,Soybean,Central,Autumn,Cutworms,38.4,50.8,80.3,18.6,30.3,5.9,Loam,64.4,17.2,78.9,Humid,Furrow,Cotton,16,51123,1,7,Monitor closely and consider treatment
2024-05-18,Barley,South,Summer,Japanese Beetles,19.3,39.0,21.2,23.9,26.9,5.8,Peat,34.5,71.6,85.4,Sunny,Drip,Sugarcane,48,56843,1,10,Immediate pesticide application recommended
2024-09-15,Soybean,Central,Summer,Spider Mites,15.1,82.3,103.5,10.0,13.9,6.9,Silt,68.4,8.6,283.5,Stormy,Flood,Barley,26,39613,1,8,Immediate pesticide application recommended
2021-03-16,Wheat,Southwest,Spring,Armyworms,28.0,93.9,90.7,17.5,54.1,8.4,Silt,71.9,84.5,71.5,Cloudy,Sprinkler,Barley,68,33625,1,10,Immediate pesticide application recommended
2022-06-30,Sugarcane,South,Summer,Aphids,26.1,75.8,99.6,25.6,74.0,5.7,Sandy,151.0,56.7,123.8,Sunny,Drip,Potato,12,45421,1,8,Immediate pesticide application recommended
2022-08-06,Potato,West,Autumn,Whiteflies,27.1,50.6,56.5,27.4,23.4,5.2,Clay,151.1,37.0,114.0,Sunny,None,Rice,131,37319,1,10,Immediate pesticide application recommended
2024-08-10,Rice,South,Winter,Armyworms,30.2,55.6,123.9,13.4,37.0,7.0,Silt,186.5,55.8,127.5,Stormy,Sprinkler,Barley,16,67035,1,6,Monitor closely and consider treatment
2024-05-31,Soybean,Southeast,Winter,Thrips,15.7,74.7,134.6,19.5,68.9,5.3,Peat,149.6,77.0,135.3,Cloudy,None,Rice,128,53515,1,10,Immediate pesticide application recommended
2022-12-02,Barley,Northeast,Autumn,Grasshoppers,32.4,49.6,4.2,23.4,30.6,7.0,Chalky,128.8,89.1,57.2,Rainy,Drip,Potato,120,69909,1,10,Immediate pesticide application recommended
2025-09-26,Wheat,West,Winter,Aphids,34.0,34.0,34.4,19.2,33.6,5.9,Peat,81.6,87.3,103.1,Cloudy,Drip,Barley,15,42834,0,0,None
2022-03-26,Rice,East,Winter,Boll Weevils,18.6,40.9,19.8,25.3,59.0,8.1,Peat,128.7,66.1,181.9,Dry,Drip,Wheat,141,69871,1,9,Immediate pesticide application recommended
2023-01-05,Soybean,Southeast,Autumn,Cutworms,27.4,44.5,88.2,27.0,64.8,7.0,Chalky,59.9,27.7,258.0,Rainy,None,Tomato,43,47948,1,10,Immediate pesticide application recommended
2022-12-16,Maize,West,Autumn,Grasshoppers,24.2,75.7,120.2,4.5,15.4,7.9,Loam,181.4,43.3,171.9,Sunny,Drip,Sugarcane,66,28345,1,10,Immediate pesticide application recommended
2025-09-02,Maize,Northeast,Winter,Boll Weevils,32.0,67.6,84.1,29.2,54.1,5.5,Sandy,60.8,31.3,102.3,Sunny,Flood,Maize,83,67355,1,5,Monitor closely and consider treatment
2025-12-08,Rice,Northeast,Autumn,Leafhoppers,39.7,32.6,67.5,6.4,39.9,5.6,Peat,37.3,30.4,81.2,Humid,None,Cotton,143,24649,1,9,Immediate pesticide application recommended
2021-06-15,Tomato,Northeast,Spring,Corn Borers,34.5,84.9,144.1,16.7,31.8,7.2,Clay,122.8,61.1,139.0,Cloudy,None,Barley,141,57787,1,10,Immediate pesticide application recommended
2023-02-06,Rice,South,Winter,Grasshoppers,25.8,45.1,33.7,18.9,10.9,8.3,Silt,92.9,86.7,157.9,Rainy,Drip,Rice,112,70673,1,8,Immediate pesticide application recommended
2021-10-23,Soybean,South,Summer,Whiteflies,15.6,59.5,19.5,16.2,53.1,6.8,Sandy,108.3,20.4,199.6,Rainy,None,Barley,117,72868,1,9,Immediate pesticide application recommended
2025-06-14,Rice,Northwest,Winter,Boll Weevils,33.2,58.7,20.7,22.2,34.1,7.7,Silt,82.1,21.6,263.3,Dry,Sprinkler,Wheat,38,39972,1,10,Immediate pesticide application recommended
2022-10-22,Rice,South,Spring,Armyworms,37.2,40.5,14.4,9.1,27.9,7.4,Peat,55.2,64.3,214.0,Stormy,Flood,Tomato,11,63711,0,0,None
2023-04-27,Sugarcane,Northwest,Autumn,Whiteflies,30.1,89.9,103.8,7.3,75.8,5.7,Loam,45.3,75.5,179.8,Humid,None,Wheat,137,60575,1,10,Immediate pesticide application recommended
2021-10-14,Rice,Southwest,Autumn,Armyworms,24.5,66.2,76.5,11.2,16.7,7.4,Sandy,123.6,44.9,281.8,Rainy,Drip,Rice,116,66918,1,10,Immediate pesticide application recommended
2025-02-03,Barley,Central,Spring,Corn Borers,35.0,58.6,70.8,17.6,56.2,7.1,Silt,63.5,21.9,57.0,Humid,Sprinkler,Barley,34,35057,1,7,Monitor closely and consider treatment
2025-06-10,Barley,West,Winter,Grasshoppers,30.7,44.6,47.6,25.7,49.8,5.5,Clay,28.1,67.1,90.7,Humid,Furrow,Tomato,84,37168,0,0,None
2021-09-16,Tomato,Southwest,Summer,Spider Mites,28.5,60.4,128.8,8.8,12.4,7.0,Silt,35.1,10.8,74.3,Dry,Flood,Soybean,144,42284,1,10,Immediate pesticide application recommended
2024-10-09,Rice,East,Autumn,Boll Weevils,23.0,45.8,0.1,4.8,50.3,6.9,Chalky,149.9,8.1,248.8,Humid,Flood,Rice,116,39133,1,9,Immediate pesticide application recommended
2022-05-06,Potato,North,Autumn,Thrips,35.0,61.6,106.2,12.2,48.2,7.9,Loam,104.4,58.5,155.5,Windy,Drip,Wheat,39,70355,1,10,Immediate pesticide application recommended
2021-03-09,Rice,West,Summer,White Grubs,33.5,40.2,95.1,26.5,66.0,5.0,Peat,17.7,49.3,138.0,Sunny,Flood,Potato,52,45939,1,7,Monitor closely and consider treatment
2023-12-06,Rice,Southeast,Summer,Boll Weevils,19.0,68.4,69.7,10.2,35.8,5.7,Silt,151.8,76.1,58.1,Rainy,Furrow,Sugarcane,32,43079,1,9,Immediate pesticide application recommended
2025-02-03,Soybean,West,Autumn,Root Knot Nematodes,20.0,92.8,71.4,20.6,77.0,8.3,Clay,193.2,84.7,225.2,Windy,Sprinkler,Sugarcane,75,71577,1,8,Immediate pesticide application recommended
2025-05-04,Barley,North,Spring,Stem Borers,37.5,46.1,31.5,17.3,26.2,7.0,Peat,133.8,38.6,163.6,Stormy,Flood,Cotton,45,57110,1,5,Monitor closely and consider treatment
2022-08-19,Sugarcane,Northwest,Summer,Leafhoppers,34.2,57.9,4.1,0.4,77.1,5.8,Sandy,41.9,13.1,224.8,Windy,Flood,Potato,18,25338,1,7,Monitor closely and consider treatment
2025-09-09,Maize,Northwest,Spring,Armyworms,19.1,45.1,125.6,29.0,76.9,6.7,Sandy,127.2,68.6,156.1,Stormy,Furrow,Potato,89,77673,1,8,Immediate pesticide application recommended
2025-05-14,Maize,Southwest,Spring,Stem Borers,18.3,66.4,80.4,0.6,41.9,8.3,Peat,94.6,68.8,226.0,Humid,Drip,Soybean,115,35725,1,10,Immediate pesticide application recommended
