date,crop,region,season,yield_prediction,global_demand,weather_impact,economic_condition,supply_index,demand_index,inventory_level,export_demand,production_cost,days_to_harvest,fertilizer_usage,irrigation_usage,price_per_ton
2025-06-24,Tea,Southwest,Spring,6.55,high,poor,growth,41.48,48.79,51.03,29.18,2377.99,108,high,low,4642.87
2023-07-24,Wheat,South,Winter,7.36,low,poor,growth,59.61,83.82,67.82,20.99,174.59,59,low,high,258.41
2025-11-27,Tea,Northwest,Winter,6.49,low,excellent,recession,49.04,59.58,19.67,66.66,1911.59,172,low,high,1005.71
2024-09-29,Barley,South,Spring,6.51,high,poor,recession,51.23,86.62,29.4,33.76,134.25,176,low,high,340.87
2021-07-23,Tea,South,Spring,7.41,high,poor,stable,38.46,32.48,77.72,29.57,1811.28,153,medium,low,3247.54
2021-12-28,Barley,South,Autumn,2.09,high,normal,stable,72.6,75.58,18.39,29.56,168.78,30,medium,low,289.39
2022-02-07,Wheat,South,Summer,5.12,high,normal,growth,76.88,34.83,13.67,47.73,144.41,65,high,low,429.24
2024-08-14,Rice,North,Summer,5.69,low,normal,recession,56.81,34.77,51.69,36.93,197.17,36,high,high,135.99
2025-08-26,Soybean,North,Winter,1.1,low,poor,growth,61.27,71.94,50.42,72.61,359.87,92,medium,medium,1081.76
2023-09-24,Cotton,Southwest,Autumn,5.01,medium,excellent,recession,44.7,49.81,34.64,56.4,1011.36,100,medium,low,1203.49
2024-07-16,Tomato,Southwest,Autumn,5.67,high,normal,growth,56.26,41.26,44.37,75.75,130.28,57,high,high,363.64
2025-11-29,Coffee,West,Spring,1.22,high,poor,growth,84.57,71.01,29.32,67.83,1115.68,81,low,high,10256.37
2024-11-02,Tomato,East,Winter,2.82,high,poor,recession,56.82,66.0,24.65,72.0,117.81,78,medium,high,559.71
2020-04-26,Soybean,North,Spring,3.95,low,poor,stable,70.16,83.87,28.39,67.16,169.13,54,medium,medium,596.84
2025-12-12,Barley,West,Summer,1.6,high,normal,growth,85.91,81.74,45.1,29.68,94.97,178,high,low,484.37
2020-11-09,Cotton,Southwest,Winter,5.83,low,normal,stable,74.87,42.59,30.74,20.88,606.59,115,low,high,857.9
2020-01-21,Maize,West,Autumn,3.17,low,normal,stable,41.15,59.55,69.41,70.61,135.46,152,medium,high,257.07
2023-10-29,Rice,Central,Autumn,2.26,low,normal,growth,63.15,64.24,54.01,74.55,308.8,175,low,low,457.8
2025-05-13,Potato,South,Summer,5.98,low,poor,recession,85.35,63.0,30.25,66.1,237.14,72,medium,medium,210.25
2021-04-04,Wheat,East,Autumn,1.22,medium,excellent,stable,84.86,72.42,15.88,32.23,150.39,82,medium,low,266.75
2020-06-14,Potato,Northwest,Spring,7.36,high,poor,stable,35.26,56.0,24.0,32.62,199.51,123,high,low,576.1
2025-12-10,Tea,Northeast,Summer,3.5,medium,normal,growth,56.49,46.55,47.79,36.28,2249.14,55,low,low,2340.43
2020-03-17,Tomato,South,Winter,2.0,medium,normal,growth,55.56,37.49,35.08,53.94,115.39,62,high,high,202.77
2023-12-14,Tomato,North,Winter,4.61,medium,excellent,recession,89.55,37.41,22.85,76.13,115.43,153,low,medium,154.87
2021-10-11,Maize,Southeast,Spring,3.52,low,normal,recession,54.63,63.83,16.0,73.56,104.91,174,medium,high,188.12
2025-02-08,Coffee,West,Autumn,4.98,high,poor,recession,75.25,85.72,76.21,50.05,836.89,31,medium,medium,3867.01
2025-06-06,Soybean,Southeast,Winter,1.09,low,poor,recession,72.31,34.89,37.31,66.36,359.64,129,medium,low,463.6
2024-11-20,Coffee,Southwest,Autumn,2.43,medium,normal,recession,35.16,43.69,18.09,21.22,1748.31,89,low,high,1998.0
2024-01-24,Maize,Southeast,Summer,2.33,high,excellent,recession,37.12,46.33,62.76,35.74,114.19,162,low,high,139.32
2023-02-16,Tomato,Northeast,Summer,4.65,medium,normal,growth,75.47,46.9,41.25,65.0,87.52,64,high,high,178.44
2020-08-14,Tea,Central,Autumn,2.54,high,poor,growth,64.13,87.14,73.71,62.03,1532.99,121,low,medium,10508.97
2024-11-03,Sugarcane,South,Winter,1.65,medium,poor,growth,76.87,69.48,28.83,81.32,17.0,154,low,low,227.03
2024-07-01,Cotton,South,Winter,7.43,high,normal,stable,53.28,78.62,20.81,59.73,570.1,47,high,medium,2916.42
2021-10-11,Rice,West,Summer,4.18,high,excellent,stable,69.57,78.43,47.12,61.01,273.27,148,high,low,433.61
2025-01-06,Soybean,Central,Spring,1.84,medium,excellent,recession,34.29,67.32,78.25,65.13,293.65,143,high,high,541.79
2024-02-17,Maize,Southeast,Autumn,2.38,medium,excellent,stable,80.42,64.58,78.49,24.84,89.85,70,medium,high,100.29
2020-12-12,Rice,West,Summer,1.7,low,excellent,recession,81.55,79.07,64.11,67.5,141.32,47,low,low,294.98
2024-12-30,Wheat,West,Summer,3.53,medium,poor,growth,73.07,47.12,48.05,44.82,190.19,89,medium,low,371.1
2024-01-30,Rice,West,Autumn,4.1,high,poor,recession,47.2,33.42,20.18,59.54,260.23,140,high,low,692.79
2024-09-10,Barley,West,Summer,5.77,low,normal,stable,67.19,84.15,31.17,62.23,171.58,43,low,low,205.3
2024-04-06,Tea,Northeast,Summer,1.05,high,normal,stable,46.26,75.53,42.89,31.79,1757.48,129,high,low,4953.19
2021-12-09,Maize,Northeast,Summer,3.39,low,normal,stable,33.15,66.25,46.21,60.98,60.24,138,low,low,191.38
2023-07-30,Maize,Southeast,Autumn,1.58,low,poor,recession,40.06,56.91,66.55,37.21,140.83,100,high,low,291.23
2024-01-06,Wheat,Central,Winter,7.12,medium,excellent,recession,78.99,74.3,12.69,43.11,99.56,74,low,medium,129.42
2022-11-09,Wheat,Northeast,Summer,4.32,medium,excellent,growth,51.26,67.07,49.6,50.16,170.93,57,high,low,311.9
2021-03-25,Rice,Northeast,Spring,7.17,high,poor,stable,55.08,75.34,38.2,79.56,319.85,45,medium,high,1055.44
2024-11-03,Tomato,East,Autumn,7.29,medium,excellent,recession,33.34,38.9,47.93,87.31,100.63,109,medium,high,122.62
2025-04-06,Wheat,Southeast,Spring,1.78,medium,excellent,recession,45.75,60.22,61.55,44.31,100.53,79,high,high,322.59
2021-09-24,Sugarcane,South,Summer,4.06,low,poor,stable,55.46,82.38,75.36,31.82,21.99,76,medium,low,51.12
2021-09-18,Coffee,Northwest,Spring,2.85,high,poor,recession,70.6,60.65,59.25,25.08,1380.26,65,high,low,3832.45
2021-10-14,Barley,Central,Autumn,5.71,high,normal,recession,58.46,37.67,19.37,61.16,81.84,45,medium,low,230.39
2025-03-24,Wheat,North,Winter,5.15,low,excellent,stable,45.92,54.31,35.75,26.79,175.47,96,high,high,102.88
2025-10-19,Coffee,East,Winter,6.2,high,poor,stable,77.05,38.84,46.23,43.12,1185.62,63,high,high,3098.27
2020-11-22,Coffee,Southwest,Spring,6.98,high,normal,growth,49.81,63.57,62.12,56.61,954.76,129,low,high,4042.54
2025-06-03,Tea,Southwest,Autumn,3.65,medium,poor,recession,75.57,76.85,33.65,57.83,1210.68,131,high,low,3640.78
2023-03-01,Cotton,Southeast,Autumn,4.07,low,excellent,recession,73.19,82.75,48.13,65.64,780.14,178,low,low,780.22
2025-11-01,Sugarcane,Northwest,Autumn,2.41,low,normal,growth,53.74,63.53,12.35,26.45,30.77,147,low,medium,40.01
2023-09-23,Potato,Southwest,Spring,7.56,medium,normal,recession,81.76,33.82,14.11,30.17,107.46,68,low,high,121.48
2020-07-22,Sugarcane,Southwest,Autumn,2.78,high,poor,growth,52.32,34.98,42.24,57.09,31.54,35,low,low,101.23
2023-02-01,Potato,South,Spring,5.5,low,excellent,stable,84.67,53.79,30.54,70.24,221.59,57,medium,medium,169.24
2021-10-19,Soybean,Southeast,Autumn,7.72,low,poor,growth,43.21,48.17,73.41,38.9,212.76,48,medium,low,323.92
2023-10-22,Potato,West,Spring,7.14,low,poor,stable,66.71,59.33,15.18,88.25,153.35,61,low,high,396.86
2025-03-12,Barley,Northeast,Summer,5.01,medium,normal,stable,60.12,74.28,55.25,43.99,123.2,50,low,medium,224.73
2020-02-09,Maize,North,Autumn,7.68,medium,normal,stable,75.24,59.11,66.49,50.95,81.32,120,high,medium,118.62
2022-02-10,Soybean,South,Spring,5.41,low,excellent,growth,51.23,31.49,24.99,31.7,313.84,155,medium,medium,243.62
2021-11-07,Tomato,Northwest,Spring,7.54,high,excellent,growth,40.69,39.79,73.64,65.28,115.76,80,medium,high,182.78
2025-08-30,Maize,South,Spring,6.18,low,excellent,recession,46.9,65.69,39.88,41.49,147.63,142,low,high,76.45
2021-09-11,Tea,North,Summer,6.68,low,excellent,growth,37.6,86.25,21.73,82.25,1152.57,89,medium,low,2732.11
2022-11-20,Maize,Northwest,Spring,1.34,low,excellent,growth,59.27,51.38,51.85,64.85,153.44,89,low,low,201.52
2025-02-12,Tea,West,Spring,2.46,medium,excellent,recession,44.84,35.98,29.59,83.8,1446.9,38,low,high,2522.99
2025-09-18,Rice,Central,Autumn,5.41,high,excellent,recession,88.87,36.4,64.28,68.98,283.81,81,low,high,286.82
2021-03-25,Tomato,Southeast,Spring,5.42,medium,normal,growth,75.61,72.76,49.97,52.84,154.17,68,medium,medium,225.32
2020-03-15,Cotton,Central,Winter,2.27,low,poor,stable,42.26,36.66,17.89,81.14,1085.87,56,low,medium,3375.63
2022-11-01,Maize,East,Autumn,3.66,high,excellent,stable,82.57,74.06,18.64,37.73,125.76,64,high,medium,199.01
2025-07-08,Cotton,North,Summer,2.72,medium,excellent,stable,62.04,44.66,57.78,25.25,1189.1,145,low,high,882.17
2025-03-07,Sugarcane,Southwest,Autumn,4.39,high,poor,growth,41.66,86.53,10.01,46.09,18.21,103,high,high,194.56
2024-04-27,Rice,Northwest,Summer,3.52,high,normal,stable,36.24,52.72,23.57,58.76,122.39,124,medium,low,777.95
2021-05-02,Tomato,South,Autumn,3.25,high,poor,growth,51.28,69.16,63.04,43.08,152.5,46,low,low,700.81
2020-08-06,Tomato,East,Spring,6.22,high,excellent,growth,54.23,35.87,49.22,62.96,73.63,49,high,medium,147.7
2025-05-22,Wheat,Northwest,Summer,2.07,low,normal,stable,61.25,55.32,54.95,32.08,77.6,125,medium,low,146.51
2020-10-06,Barley,Southwest,Spring,4.34,medium,poor,stable,39.43,39.39,57.45,38.11,158.4,138,medium,low,314.65
2024-06-11,Barley,Northwest,Autumn,3.25,low,normal,stable,43.43,39.54,59.5,68.24,120.19,159,high,high,156.47
2021-09-06,Maize,East,Winter,6.47,high,excellent,recession,78.16,56.53,55.58,83.85,68.15,156,low,medium,130.34
2025-03-21,Barley,East,Winter,3.32,high,poor,recession,35.22,38.99,28.02,26.96,101.1,62,low,low,372.96
2025-09-28,Wheat,Southwest,Winter,1.93,medium,excellent,stable,67.48,71.8,64.28,80.88,75.39,71,medium,medium,397.83
2023-03-06,Soybean,South,Winter,1.21,high,poor,recession,69.93,40.85,45.45,87.36,280.96,166,low,low,1219.9
2023-11-29,Rice,Central,Autumn,3.58,high,normal,recession,71.34,30.33,76.53,44.11,316.02,102,medium,medium,299.62
2023-09-21,Soybean,North,Winter,5.31,low,normal,growth,52.81,68.57,65.35,52.96,184.98,127,low,high,523.3
2024-10-03,Tea,Northwest,Autumn,7.87,high,normal,stable,54.76,40.58,61.74,65.87,2124.89,90,medium,medium,2452.88
2021-10-18,Maize,North,Winter,3.45,high,poor,stable,61.63,30.21,66.57,27.98,148.23,52,low,medium,283.26
2025-09-03,Soybean,Southeast,Autumn,6.15,medium,normal,growth,63.38,74.95,65.5,72.62,283.7,131,low,high,484.94
2020-10-08,Wheat,Central,Summer,4.96,medium,normal,growth,88.16,52.33,62.56,47.43,133.77,174,high,medium,250.64
2020-04-09,Barley,West,Winter,3.35,low,excellent,growth,39.18,88.33,41.31,39.55,137.09,37,medium,high,154.56
2021-06-14,Soybean,Northeast,Spring,5.02,medium,excellent,stable,41.76,87.58,51.63,35.58,322.52,88,medium,low,350.11
2022-03-31,Tea,Central,Summer,3.15,low,poor,stable,73.79,67.7,21.18,26.61,1811.27,128,medium,low,2999.97
2021-07-10,Tomato,East,Spring,2.21,low,excellent,stable,33.01,38.07,51.17,34.04,88.87,114,medium,medium,91.44
2020-08-07,Tomato,Northeast,Winter,4.89,high,normal,stable,54.85,80.71,49.97,29.24,98.43,80,high,high,277.45
2023-06-26,Tea,West,Autumn,2.8,low,normal,stable,55.1,37.92,27.67,69.1,2141.16,76,medium,low,1867.78
2025-12-09,Cotton,Northwest,Spring,1.1,high,poor,growth,35.01,81.3,25.03,41.85,843.38,71,high,high,11241.89
2025-03-12,Soybean,Central,Summer,6.69,high,poor,stable,58.06,76.99,58.16,71.25,160.62,168,medium,high,1200.51
2023-03-20,Sugarcane,Southwest,Summer,3.16,low,normal,stable,43.63,37.56,54.75,68.66,18.54,169,low,medium,34.04
2021-04-02,Tomato,South,Spring,3.64,low,normal,growth,89.6,41.52,18.27,38.8,153.18,169,low,low,135.73
2020-11-20,Maize,Northeast,Spring,1.84,medium,excellent,growth,66.96,77.58,74.57,53.46,105.77,114,medium,medium,252.83
2021-04-22,Tomato,Northeast,Spring,4.24,medium,normal,growth,68.26,72.01,17.83,80.7,141.82,80,medium,high,384.32
2020-01-21,Cotton,Northeast,Autumn,3.22,low,excellent,growth,58.58,53.04,78.68,60.88,783.42,102,low,medium,1148.22
2024-09-12,Cotton,East,Winter,6.08,low,poor,recession,35.01,47.26,35.37,35.18,973.21,99,high,medium,1223.26
2021-04-08,Maize,South,Summer,3.24,medium,excellent,growth,32.19,69.12,40.52,21.97,153.29,82,high,high,193.23
2024-09-06,Wheat,West,Spring,7.23,high,excellent,stable,55.25,44.38,13.22,72.14,196.17,85,high,high,246.94
2021-04-06,Wheat,East,Summer,2.3,low,normal,growth,55.01,44.25,50.07,80.99,91.34,132,high,low,210.06
2020-10-22,Coffee,East,Summer,2.6,high,poor,recession,37.8,68.08,13.05,71.03,927.66,93,high,high,8668.12
2020-07-22,Coffee,South,Spring,2.87,low,normal,growth,50.72,52.86,22.1,54.22,1868.46,123,medium,low,2415.47
2025-04-03,Soybean,Southeast,Winter,3.54,medium,poor,stable,54.19,47.0,30.72,33.92,350.25,95,medium,low,574.47
2020-06-22,Cotton,West,Summer,4.71,high,excellent,stable,62.21,55.54,53.18,49.63,1160.07,74,medium,medium,2264.71
2020-01-11,Wheat,Southwest,Winter,5.68,high,excellent,recession,53.92,30.19,18.46,47.44,158.04,144,medium,low,219.28
2024-07-04,Potato,Northeast,Summer,3.18,medium,normal,growth,61.9,40.53,21.87,71.99,155.76,93,medium,low,424.07
2025-12-04,Tea,North,Summer,2.79,low,poor,stable,68.4,84.58,18.99,29.07,2328.7,77,low,low,3164.94
2025-09-12,Tea,North,Winter,6.15,medium,poor,recession,48.77,54.42,65.22,68.92,1814.27,31,medium,low,2596.06
2022-12-23,Soybean,Northwest,Spring,2.48,low,excellent,growth,54.59,30.45,45.51,45.57,164.68,91,medium,low,254.56
2021-09-08,Maize,Northwest,Winter,7.13,medium,normal,recession,41.66,72.36,59.4,22.98,102.76,141,medium,high,124.91
2022-01-15,Coffee,North,Winter,5.37,low,poor,recession,33.8,56.93,31.06,31.97,1095.05,153,medium,high,2308.7
2020-01-09,Barley,Northeast,Winter,6.88,low,excellent,stable,67.2,56.13,60.43,87.78,167.99,60,low,medium,110.59
2022-12-24,Tomato,Central,Autumn,3.19,low,normal,growth,63.23,35.42,74.52,74.78,72.28,108,medium,low,151.48
2023-02-15,Rice,North,Winter,2.78,high,excellent,recession,38.58,58.66,72.31,65.12,241.11,167,medium,high,432.68
2025-06-02,Rice,East,Spring,4.18,medium,normal,recession,61.73,66.3,30.2,78.49,311.67,41,low,medium,408.74
2020-07-01,Coffee,Northeast,Summer,2.98,high,excellent,growth,30.01,61.54,51.5,24.44,1591.12,141,medium,high,3669.33
2022-06-16,Coffee,Northeast,Winter,4.75,low,normal,growth,85.96,66.35,70.11,77.94,1590.22,162,low,high,2170.47
2021-12-20,Coffee,Northeast,Winter,4.43,medium,normal,recession,35.89,39.24,47.3,43.25,1009.81,153,low,medium,2187.49
2023-10-20,Tomato,North,Autumn,1.42,high,excellent,growth,35.95,86.88,58.22,73.5,143.29,38,high,low,674.21
2022-08-04,Sugarcane,Southeast,Autumn,1.37,high,poor,stable,73.07,51.41,67.26,47.14,34.19,160,low,high,133.03
2024-06-20,Barley,Central,Summer,4.29,high,excellent,recession,62.25,71.27,69.09,34.73,170.02,101,high,high,163.06
2022-06-08,Barley,North,Summer,6.5,medium,poor,recession,38.37,50.15,27.6,31.13,136.92,115,high,high,247.79
2020-07-05,Cotton,Central,Summer,6.79,low,excellent,recession,51.71,59.38,20.09,70.43,1357.87,154,medium,low,836.75
2024-09-09,Maize,Southwest,Summer,6.13,high,poor,growth,37.38,50.73,22.12,61.26,132.25,39,high,high,587.15
2021-03-13,Tea,Central,Summer,5.46,high,poor,recession,36.39,39.32,26.22,23.8,1512.26,53,high,low,5356.02
2025-11-27,Rice,West,Spring,7.66,high,poor,recession,69.18,56.16,44.57,30.26,139.35,149,medium,low,304.39
2025-10-16,Potato,Southwest,Winter,1.86,low,excellent,growth,71.48,85.39,22.21,78.67,134.75,102,medium,high,450.31
2024-02-14,Rice,Northeast,Winter,5.25,high,normal,growth,35.32,44.36,21.07,31.29,306.69,94,low,low,780.11
2021-10-17,Tea,East,Winter,2.2,high,excellent,recession,70.38,73.11,78.58,63.83,1588.21,161,low,low,2313.27
2021-01-11,Tea,Northeast,Spring,2.57,low,excellent,growth,32.36,82.85,65.22,75.73,1383.08,71,high,low,3751.89
2020-11-11,Wheat,Northwest,Autumn,5.81,medium,normal,growth,68.98,63.28,35.79,71.89,120.11,117,medium,high,379.38
2021-02-08,Potato,South,Summer,6.14,low,poor,stable,41.43,65.43,35.01,78.0,167.8,83,high,high,385.53
2025-08-22,Tea,Northwest,Winter,4.47,high,normal,recession,76.84,81.6,60.48,49.3,1286.21,92,high,high,3420.18
2022-10-10,Potato,West,Spring,3.72,high,normal,stable,63.7,30.35,73.84,44.06,209.52,31,medium,medium,328.5
2022-09-03,Sugarcane,South,Autumn,6.32,high,excellent,recession,47.27,66.36,62.62,73.96,25.4,102,high,high,53.83
2022-08-27,Tomato,Central,Autumn,6.1,high,poor,recession,48.11,37.46,17.9,55.4,98.33,47,low,high,233.59
2020-09-29,Soybean,West,Autumn,3.88,medium,poor,recession,63.21,33.48,73.56,46.05,273.46,141,low,high,377.16
2020-03-25,Tea,Northwest,Autumn,3.14,high,excellent,recession,75.7,57.52,32.53,87.47,2197.81,35,high,medium,2927.93
2020-07-12,Potato,Southeast,Spring,6.28,high,normal,growth,32.07,87.66,26.31,83.59,188.11,120,medium,medium,688.48
2022-02-13,Rice,Southeast,Summer,4.58,high,excellent,growth,77.15,70.5,61.82,80.05,214.24,118,high,medium,736.37
2025-10-25,Rice,Southeast,Autumn,6.58,medium,excellent,recession,31.15,69.23,73.27,67.85,230.69,171,low,medium,207.57
2023-02-01,Cotton,North,Summer,2.23,high,poor,stable,87.03,67.58,17.07,84.94,1004.94,168,low,high,4861.4
2023-09-11,Maize,Southeast,Summer,7.77,high,normal,growth,56.2,55.18,44.03,69.04,96.5,80,low,medium,228.01
2020-01-13,Cotton,Southwest,Summer,3.95,high,poor,stable,74.77,57.67,59.95,87.36,1406.27,83,low,high,3710.54
2021-12-12,Rice,South,Summer,2.76,medium,normal,growth,79.15,34.78,12.83,67.7,302.02,32,low,high,452.34
2023-09-14,Sugarcane,South,Autumn,2.62,medium,normal,recession,33.27,83.72,34.79,58.48,35.91,139,low,low,53.1
2022-02-04,Potato,Southeast,Spring,7.94,medium,poor,growth,74.48,53.84,63.76,21.52,122.3,46,high,low,242.26
2025-04-10,Rice,North,Autumn,6.21,low,normal,stable,45.73,37.57,30.53,31.99,204.13,100,medium,medium,120.14
2025-08-15,Rice,West,Spring,4.64,medium,poor,growth,81.3,85.74,16.38,70.54,147.09,53,low,high,1271.57
2022-08-02,Tomato,Southeast,Spring,1.14,medium,excellent,growth,34.74,64.55,36.4,28.31,107.43,30,high,low,323.57
2024-09-30,Tomato,Southwest,Autumn,5.65,medium,normal,stable,57.96,49.46,10.14,78.24,86.7,108,high,high,312.72
2021-07-22,Coffee,Central,Winter,2.49,high,poor,growth,74.08,34.3,28.38,50.45,1301.98,158,low,high,5187.92
2020-10-07,Cotton,Central,Autumn,2.99,medium,poor,growth,46.24,60.25,11.52,27.43,832.68,136,high,high,4167.59
2024-01-14,Coffee,Northwest,Winter,4.36,high,normal,stable,71.63,47.59,56.69,47.1,1718.4,111,medium,medium,3506.0
2025-04-06,Coffee,Central,Summer,4.05,low,normal,growth,37.97,40.27,38.03,26.92,925.24,36,high,low,1481.65
2023-02-07,Cotton,Central,Autumn,5.37,medium,normal,recession,67.99,37.65,69.77,79.97,881.76,122,medium,medium,1657.34
2021-03-02,Tea,Northeast,Spring,6.34,high,normal,recession,51.76,49.03,56.5,45.45,1934.18,155,low,high,2350.1
2023-02-07,Barley,South,Summer,1.91,high,poor,recession,70.32,77.11,73.32,51.93,127.63,155,high,low,512.54
2023-03-23,Maize,Northwest,Winter,2.21,high,excellent,stable,80.67,62.49,36.34,80.48,71.38,42,low,low,227.11
2021-12-05,Tea,Southwest,Autumn,5.16,medium,poor,recession,77.45,37.5,18.44,22.34,2312.94,154,medium,low,2836.05
2020-08-15,Soybean,Southwest,Spring,5.7,high,poor,stable,48.22,36.56,79.46,32.59,314.67,69,low,high,588.45
2023-08-08,Coffee,Southwest,Summer,7.17,medium,poor,growth,61.82,88.56,18.39,87.26,838.32,151,medium,high,7528.21
2025-08-28,Cotton,West,Winter,4.87,high,poor,stable,65.01,39.66,78.9,36.18,1313.04,109,medium,high,2309.49
2023-06-04,Coffee,Northeast,Autumn,7.7,high,excellent,growth,46.85,73.83,15.63,71.9,1355.42,139,medium,low,4367.6
2021-03-19,Wheat,Southwest,Spring,4.73,medium,normal,stable,49.55,72.63,53.92,33.27,105.26,68,medium,high,265.92
2024-10-25,Maize,South,Summer,5.93,low,excellent,stable,70.51,48.73,43.48,52.7,72.44,115,low,high,82.74
2025-11-14,Wheat,East,Summer,4.22,low,normal,growth,34.31,66.84,68.77,59.87,149.6,120,low,medium,281.95
2020-01-03,Coffee,South,Winter,5.71,high,normal,recession,41.78,34.13,69.78,79.26,1430.8,139,low,medium,3049.16
2025-03-27,Tomato,Northwest,Autumn,2.54,low,poor,stable,81.65,55.43,14.02,77.18,116.06,118,high,high,272.01
2023-11-13,Sugarcane,Central,Summer,3.23,low,poor,stable,57.18,83.17,24.22,27.27,34.62,174,low,low,72.28
2020-07-05,Coffee,West,Winter,3.19,low,normal,stable,63.68,32.55,69.27,33.38,893.27,149,low,medium,1151.48
2024-07-10,Tomato,North,Winter,4.39,low,excellent,recession,74.69,42.59,26.34,42.09,141.11,160,low,low,82.05
2024-12-19,Maize,Southeast,Winter,2.79,medium,normal,recession,84.39,66.89,25.75,29.83,66.62,50,low,high,128.96
2025-01-21,Tea,Central,Autumn,2.72,medium,poor,stable,73.2,52.3,77.55,42.7,1125.3,172,medium,high,3442.34
2021-01-31,Wheat,East,Winter,7.56,medium,excellent,recession,84.02,41.0,62.81,72.67,95.66,153,medium,low,109.57
2020-05-21,Rice,Central,Summer,3.09,low,poor,recession,34.56,34.49,40.95,53.88,126.55,158,high,low,358.07
2021-02-15,Sugarcane,Southeast,Winter,6.51,high,poor,growth,68.1,67.16,31.22,82.1,22.49,90,high,low,124.62
2024-06-10,Potato,Northwest,Autumn,7.66,high,normal,recession,32.36,36.88,60.86,62.61,197.56,36,high,high,239.36
2024-04-22,Maize,Central,Spring,1.22,medium,poor,recession,78.53,60.61,17.41,33.47,126.2,139,high,high,329.79
2024-03-17,Potato,North,Autumn,1.54,medium,excellent,stable,82.17,77.44,31.44,81.85,222.78,139,medium,low,458.24
2021-05-20,Barley,Southwest,Spring,5.59,medium,normal,stable,57.09,62.33,38.68,20.28,67.1,156,high,medium,183.37
2020-10-27,Potato,Southeast,Autumn,6.41,high,normal,recession,86.78,43.78,48.1,41.42,161.63,106,medium,high,190.94
2024-08-26,Maize,Central,Autumn,4.61,medium,normal,growth,48.52,69.81,45.79,48.3,113.32,31,high,medium,301.94
2025-09-26,Maize,South,Winter,7.68,high,excellent,recession,34.16,85.44,18.84,34.45,157.92,78,medium,low,152.08
2022-06-18,Sugarcane,Central,Summer,3.83,medium,excellent,recession,47.95,43.51,14.26,22.36,27.54,115,high,high,31.94
2024-04-01,Barley,West,Winter,4.71,medium,excellent,growth,75.69,35.71,46.03,84.71,159.79,37,high,high,208.02
2022-07-04,Potato,North,Spring,2.09,medium,excellent,recession,58.64,67.04,78.5,78.19,152.16,158,medium,low,225.62
2024-02-15,Cotton,South,Winter,3.45,high,excellent,recession,30.81,30.46,43.21,24.85,680.72,175,medium,high,1399.7
2023-10-04,Potato,East,Spring,2.24,high,excellent,growth,53.36,47.69,79.68,83.08,168.91,105,medium,low,468.75
2020-03-07,Sugarcane,Southeast,Summer,3.97,medium,normal,recession,89.89,42.38,38.55,69.82,32.6,160,medium,medium,32.67
2020-11-25,Tea,West,Summer,2.73,low,poor,stable,64.12,78.63,26.27,80.98,1858.69,66,medium,high,5283.92
2024-04-30,Barley,East,Summer,3.67,medium,poor,recession,68.86,85.68,79.17,39.7,166.0,173,high,high,198.41
2021-05-23,Tea,West,Summer,4.28,medium,normal,recession,44.04,65.85,11.19,50.37,1450.41,129,medium,medium,4521.39
2024-02-23,Tomato,Central,Spring,2.35,high,excellent,stable,60.64,71.42,66.91,52.36,83.99,139,high,medium,228.54
2020-07-08,Soybean,Central,Winter,3.72,medium,excellent,stable,49.05,61.38,48.95,36.37,220.12,176,high,low,340.4
2024-06-08,Wheat,Southeast,Autumn,5.95,high,excellent,growth,53.24,56.65,54.8,33.36,183.35,142,low,low,284.17
2023-08-24,Rice,South,Spring,3.08,high,normal,stable,68.89,46.64,62.36,27.34,181.5,73,low,low,334.88
2021-10-12,Cotton,Northeast,Spring,4.97,high,poor,stable,67.99,38.29,32.37,27.13,1290.91,93,medium,low,2834.71
2025-05-22,Wheat,South,Winter,2.15,medium,poor,stable,70.06,61.01,45.97,24.1,84.99,41,medium,low,271.06
2022-12-04,Coffee,West,Spring,7.75,high,excellent,recession,86.38,31.09,47.83,24.54,1741.43,141,medium,low,1009.66
2021-10-27,Sugarcane,East,Summer,5.33,high,normal,recession,35.76,65.66,75.92,26.81,32.12,153,high,low,51.24
2023-10-25,Barley,Southeast,Summer,2.9,low,excellent,stable,46.42,62.65,74.95,36.15,175.27,176,high,medium,116.43
2020-05-12,Maize,Southwest,Winter,7.58,medium,poor,recession,45.94,68.72,61.96,88.15,149.81,162,high,medium,308.43
2023-06-03,Cotton,West,Autumn,1.41,medium,normal,recession,50.34,66.91,69.88,39.58,547.25,122,medium,low,2194.51
2020-10-27,Maize,East,Spring,1.43,high,poor,stable,32.54,54.1,55.35,69.74,113.28,123,low,medium,812.68
2023-12-21,Wheat,Northeast,Winter,4.05,low,normal,stable,31.13,45.76,56.89,51.47,108.02,74,high,low,228.33
2025-07-01,Soybean,West,Summer,3.56,high,excellent,growth,72.08,33.9,72.21,83.47,170.29,62,medium,medium,568.69
2020-01-01,Sugarcane,East,Summer,6.46,low,excellent,recession,58.39,70.86,43.23,25.51,36.0,179,high,low,15.0
2020-10-09,Rice,Northeast,Spring,7.9,high,excellent,stable,55.6,79.22,21.82,78.1,212.24,51,low,high,609.5
2025-11-28,Cotton,North,Winter,4.57,high,normal,growth,88.12,83.17,34.34,86.46,632.81,177,high,low,3940.39
2022-04-03,Tea,South,Autumn,6.39,high,excellent,stable,43.26,34.82,69.19,89.04,1941.47,60,low,high,2353.11
